filename,temperature,position,center_x,center_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
1204.8-32000us-1.BMP,1204.8,top_left,223.79,152.45,101.89,29.4,345.7,275.5
1204.8-32000us-1.BMP,1204.8,top_right,806.58,136.4,680.64,12.29,932.53,260.51
1204.8-32000us-1.BMP,1204.8,bottom_left,232.03,739.27,107.74,614.04,356.31,864.49
1204.8-32000us-1.BMP,1204.8,bottom_right,795.01,740.24,664.46,614.47,925.55,866.01
1204.8-32000us-2.BMP,1204.8,top_left,223.7,152.24,101.74,29.13,345.67,275.34
1204.8-32000us-2.BMP,1204.8,top_right,806.7,136.03,681.01,12.18,932.39,259.88
1204.8-32000us-2.BMP,1204.8,bottom_left,231.97,739.28,107.6,614.0,356.35,864.57
1204.8-32000us-2.BMP,1204.8,bottom_right,793.88,740.37,663.69,614.73,924.08,866.02
1204.8-32000us-3.BMP,1204.8,top_left,223.72,152.52,101.57,29.48,345.86,275.55
1204.8-32000us-3.BMP,1204.8,top_right,806.49,136.45,680.43,12.33,932.56,260.57
1204.8-32000us-3.BMP,1204.8,bottom_left,232.13,739.3,107.74,614.07,356.52,864.52
1204.8-32000us-3.BMP,1204.8,bottom_right,793.83,740.59,663.67,615.22,923.99,865.96
1204.8-32000us-4.BMP,1204.8,top_left,223.82,152.25,101.69,29.15,345.96,275.34
1204.8-32000us-4.BMP,1204.8,top_right,806.61,136.24,680.63,12.19,932.59,260.28
1204.8-32000us-4.BMP,1204.8,bottom_left,232.16,739.24,107.78,613.95,356.55,864.53
1204.8-32000us-4.BMP,1204.8,bottom_right,794.1,740.51,663.61,615.02,924.58,866.0
1204.8-32000us-5.BMP,1204.8,top_left,223.86,152.39,101.94,29.4,345.78,275.37
1204.8-32000us-5.BMP,1204.8,top_right,806.47,136.33,680.57,12.26,932.37,260.39
1204.8-32000us-5.BMP,1204.8,bottom_left,232.19,739.21,107.85,613.98,356.52,864.44
1204.8-32000us-5.BMP,1204.8,bottom_right,794.05,740.5,664.04,614.93,924.07,866.07
1214.8-32000us-1.BMP,1214.8,top_left,223.52,152.77,101.53,29.67,345.51,275.87
1214.8-32000us-1.BMP,1214.8,top_right,806.38,136.84,680.51,12.81,932.25,260.88
1214.8-32000us-1.BMP,1214.8,bottom_left,232.15,739.83,107.99,614.64,356.31,865.01
1214.8-32000us-1.BMP,1214.8,bottom_right,793.17,741.19,663.95,616.45,922.39,865.92
1214.8-32000us-2.BMP,1214.8,top_left,223.34,152.78,101.31,29.68,345.37,275.89
1214.8-32000us-2.BMP,1214.8,top_right,806.46,136.93,680.68,12.94,932.24,260.92
1214.8-32000us-2.BMP,1214.8,bottom_left,232.23,739.69,108.16,614.55,356.31,864.83
1214.8-32000us-2.BMP,1214.8,bottom_right,793.36,741.01,663.93,616.18,922.78,865.85
1214.8-32000us-3.BMP,1214.8,top_left,223.26,152.73,101.21,29.52,345.3,275.93
1214.8-32000us-3.BMP,1214.8,top_right,806.34,136.82,680.45,12.69,932.23,260.95
1214.8-32000us-3.BMP,1214.8,bottom_left,232.05,739.73,107.79,614.54,356.32,864.91
1214.8-32000us-3.BMP,1214.8,bottom_right,793.05,741.04,663.73,616.0,922.37,866.08
1214.8-32000us-4.BMP,1214.8,top_left,223.41,152.76,101.44,29.63,345.38,275.9
1214.8-32000us-4.BMP,1214.8,top_right,806.56,136.65,681.05,12.83,932.08,260.47
1214.8-32000us-4.BMP,1214.8,bottom_left,232.21,739.74,108.08,614.54,356.34,864.94
1214.8-32000us-4.BMP,1214.8,bottom_right,793.03,741.15,663.85,616.18,922.21,866.11
1214.8-32000us-5.BMP,1214.8,top_left,223.41,152.75,101.41,29.57,345.41,275.93
1214.8-32000us-5.BMP,1214.8,top_right,806.51,136.69,680.99,12.82,932.03,260.56
1214.8-32000us-5.BMP,1214.8,bottom_left,232.0,739.71,107.8,614.55,356.2,864.87
1214.8-32000us-5.BMP,1214.8,bottom_right,793.6,741.19,663.87,616.36,923.33,866.02
1224.8-32000us-1.BMP,1224.8,top_left,222.68,152.79,100.49,29.63,344.86,275.96
1224.8-32000us-1.BMP,1224.8,top_right,806.35,136.82,680.92,13.02,931.77,260.61
1224.8-32000us-1.BMP,1224.8,bottom_left,231.68,739.92,107.4,614.84,355.96,865.0
1224.8-32000us-1.BMP,1224.8,bottom_right,792.23,741.47,663.18,617.13,921.29,865.82
1224.8-32000us-2.BMP,1224.8,top_left,222.28,152.68,100.11,29.47,344.45,275.9
1224.8-32000us-2.BMP,1224.8,top_right,805.85,136.74,680.65,12.96,931.05,260.52
1224.8-32000us-2.BMP,1224.8,bottom_left,231.24,739.76,106.95,614.68,355.53,864.84
1224.8-32000us-2.BMP,1224.8,bottom_right,791.65,741.15,662.57,616.49,920.73,865.81
1224.8-32000us-3.BMP,1224.8,top_left,222.45,152.78,100.22,29.52,344.67,276.03
1224.8-32000us-3.BMP,1224.8,top_right,806.03,136.91,680.73,13.13,931.33,260.7
1224.8-32000us-3.BMP,1224.8,bottom_left,231.28,740.03,107.07,614.95,355.5,865.11
1224.8-32000us-3.BMP,1224.8,bottom_right,791.85,741.55,662.55,617.22,921.15,865.88
1224.8-32000us-4.BMP,1224.8,top_left,222.43,152.67,100.34,29.49,344.52,275.84
1224.8-32000us-4.BMP,1224.8,top_right,806.08,136.78,680.75,13.05,931.41,260.52
1224.8-32000us-4.BMP,1224.8,bottom_left,231.21,739.88,106.91,614.78,355.51,864.98
1224.8-32000us-4.BMP,1224.8,bottom_right,792.11,741.46,662.76,617.17,921.45,865.75
1224.8-32000us-5.BMP,1224.8,top_left,222.23,152.77,100.07,29.52,344.4,276.03
1224.8-32000us-5.BMP,1224.8,top_right,805.94,136.83,680.68,12.94,931.19,260.71
1224.8-32000us-5.BMP,1224.8,bottom_left,231.21,739.88,106.95,614.77,355.48,864.99
1224.8-32000us-5.BMP,1224.8,bottom_right,791.66,741.41,662.43,616.97,920.89,865.86
1234.8-32000us-1.BMP,1234.8,top_left,222.38,153.12,100.19,29.76,344.56,276.48
1234.8-32000us-1.BMP,1234.8,top_right,806.18,137.51,680.88,13.72,931.47,261.29
1234.8-32000us-1.BMP,1234.8,bottom_left,231.54,740.33,107.27,615.29,355.81,865.37
1234.8-32000us-1.BMP,1234.8,bottom_right,792.17,741.98,663.41,617.47,920.93,866.48
1234.8-32000us-2.BMP,1234.8,top_left,222.13,152.63,99.96,29.29,344.3,275.96
1234.8-32000us-2.BMP,1234.8,top_right,805.98,136.9,680.75,13.03,931.2,260.77
1234.8-32000us-2.BMP,1234.8,bottom_left,231.41,739.96,107.1,614.9,355.71,865.02
1234.8-32000us-2.BMP,1234.8,bottom_right,791.3,741.6,662.41,617.21,920.19,865.98
1234.8-32000us-3.BMP,1234.8,top_left,222.51,152.99,100.31,29.63,344.71,276.34
1234.8-32000us-3.BMP,1234.8,top_right,806.25,137.24,680.99,13.34,931.51,261.14
1234.8-32000us-3.BMP,1234.8,bottom_left,231.68,740.16,107.34,615.13,356.02,865.18
1234.8-32000us-3.BMP,1234.8,bottom_right,792.48,741.72,663.44,617.13,921.51,866.31
1234.8-32000us-4.BMP,1234.8,top_left,222.25,153.12,100.0,29.71,344.5,276.53
1234.8-32000us-4.BMP,1234.8,top_right,806.13,137.46,680.79,13.65,931.47,261.28
1234.8-32000us-4.BMP,1234.8,bottom_left,231.45,740.22,107.05,615.07,355.86,865.36
1234.8-32000us-4.BMP,1234.8,bottom_right,791.9,741.8,662.86,617.14,920.93,866.47
1234.8-32000us-5.BMP,1234.8,top_left,222.4,153.22,100.23,29.92,344.58,276.53
1234.8-32000us-5.BMP,1234.8,top_right,806.32,137.56,681.12,13.89,931.51,261.23
1234.8-32000us-5.BMP,1234.8,bottom_left,231.59,740.43,107.24,615.4,355.95,865.46
1234.8-32000us-5.BMP,1234.8,bottom_right,792.17,741.81,663.73,617.32,920.61,866.3
1244.8-32000us-1.BMP,1244.8,top_left,221.98,152.66,99.74,29.21,344.23,276.11
1244.8-32000us-1.BMP,1244.8,top_right,805.96,137.08,680.98,13.15,930.93,261.02
1244.8-32000us-1.BMP,1244.8,bottom_left,231.36,740.05,107.04,615.11,355.68,864.99
1244.8-32000us-1.BMP,1244.8,bottom_right,791.47,741.78,663.29,617.43,919.64,866.14
1244.8-32000us-2.BMP,1244.8,top_left,222.88,153.7,100.84,30.15,344.93,277.26
1244.8-32000us-2.BMP,1244.8,top_right,806.55,138.13,681.37,14.36,931.73,261.89
1244.8-32000us-2.BMP,1244.8,bottom_left,232.03,740.82,107.76,615.88,356.31,865.75
1244.8-32000us-2.BMP,1244.8,bottom_right,791.74,742.67,663.91,618.61,919.58,866.72
1244.8-32000us-3.BMP,1244.8,top_left,223.33,154.11,101.35,30.6,345.32,277.61
1244.8-32000us-3.BMP,1244.8,top_right,806.98,138.4,681.79,14.65,932.17,262.15
1244.8-32000us-3.BMP,1244.8,bottom_left,232.37,741.03,108.19,616.19,356.54,865.87
1244.8-32000us-3.BMP,1244.8,bottom_right,792.48,742.84,664.64,618.81,920.32,866.87
1244.8-32000us-4.BMP,1244.8,top_left,223.71,154.5,101.59,31.0,345.83,277.99
1244.8-32000us-4.BMP,1244.8,top_right,807.05,138.94,681.82,15.27,932.28,262.6
1244.8-32000us-4.BMP,1244.8,bottom_left,232.73,741.43,108.69,616.66,356.77,866.2
1244.8-32000us-4.BMP,1244.8,bottom_right,792.27,743.44,664.64,619.59,919.89,867.28
1244.8-32000us-5.BMP,1244.8,top_left,223.31,154.15,101.31,30.6,345.32,277.69
1244.8-32000us-5.BMP,1244.8,top_right,806.83,138.49,681.65,14.77,932.01,262.21
1244.8-32000us-5.BMP,1244.8,bottom_left,232.32,741.12,108.12,616.25,356.52,865.98
1244.8-32000us-5.BMP,1244.8,bottom_right,792.4,742.86,664.49,618.72,920.3,867.0
1254.8-32000us-1.BMP,1254.8,top_left,221.91,153.19,100.02,29.84,343.8,276.54
1254.8-32000us-1.BMP,1254.8,top_right,805.01,137.68,679.63,13.02,930.38,262.34
1254.8-32000us-1.BMP,1254.8,bottom_left,231.16,740.06,107.51,615.39,354.81,864.73
1254.8-32000us-1.BMP,1254.8,bottom_right,790.45,742.08,662.8,617.75,918.09,866.41
1254.8-32000us-2.BMP,1254.8,top_left,222.23,153.82,100.41,30.32,344.04,277.32
1254.8-32000us-2.BMP,1254.8,top_right,805.63,138.09,681.02,14.32,930.24,261.86
1254.8-32000us-2.BMP,1254.8,bottom_left,231.3,740.64,107.62,615.85,354.98,865.43
1254.8-32000us-2.BMP,1254.8,bottom_right,791.08,742.64,663.43,618.44,918.73,866.85
1254.8-32000us-3.BMP,1254.8,top_left,222.35,153.92,100.45,30.38,344.25,277.45
1254.8-32000us-3.BMP,1254.8,top_right,805.64,138.21,680.9,14.42,930.38,262.01
1254.8-32000us-3.BMP,1254.8,bottom_left,231.45,740.71,107.63,616.01,355.27,865.41
1254.8-32000us-3.BMP,1254.8,bottom_right,790.88,742.85,663.07,618.52,918.69,867.18
1254.8-32000us-4.BMP,1254.8,top_left,222.46,154.17,100.68,30.73,344.24,277.61
1254.8-32000us-4.BMP,1254.8,top_right,805.84,138.46,681.22,14.68,930.46,262.24
1254.8-32000us-4.BMP,1254.8,bottom_left,231.69,740.81,107.96,616.14,355.41,865.49
1254.8-32000us-4.BMP,1254.8,bottom_right,791.0,742.92,663.27,618.89,918.72,866.95
1254.8-32000us-5.BMP,1254.8,top_left,222.53,154.13,100.75,30.67,344.31,277.59
1254.8-32000us-5.BMP,1254.8,top_right,805.45,138.63,680.1,13.98,930.81,263.27
1254.8-32000us-5.BMP,1254.8,bottom_left,231.65,740.81,107.92,616.13,355.38,865.48
1254.8-32000us-5.BMP,1254.8,bottom_right,791.02,742.85,663.52,618.57,918.53,867.14
1264.8-32000us-1.BMP,1264.8,top_left,221.52,153.36,99.7,29.89,343.34,276.82
1264.8-32000us-1.BMP,1264.8,top_right,805.02,137.74,680.48,13.85,929.57,261.63
1264.8-32000us-1.BMP,1264.8,bottom_left,230.95,740.24,107.19,615.53,354.7,864.95
1264.8-32000us-1.BMP,1264.8,bottom_right,790.15,742.49,662.78,618.33,917.53,866.66
1264.8-32000us-2.BMP,1264.8,top_left,222.04,153.79,100.02,30.25,344.06,277.33
1264.8-32000us-2.BMP,1264.8,top_right,805.64,138.16,680.87,14.23,930.41,262.09
1264.8-32000us-2.BMP,1264.8,bottom_left,231.53,740.72,107.61,616.0,355.46,865.44
1264.8-32000us-2.BMP,1264.8,bottom_right,790.8,742.76,663.01,618.44,918.6,867.09
1264.8-32000us-3.BMP,1264.8,top_left,222.21,153.97,100.13,30.37,344.28,277.57
1264.8-32000us-3.BMP,1264.8,top_right,805.76,138.4,680.97,14.58,930.56,262.21
1264.8-32000us-3.BMP,1264.8,bottom_left,231.56,740.78,107.67,615.95,355.45,865.6
1264.8-32000us-3.BMP,1264.8,bottom_right,791.02,742.8,663.32,618.54,918.73,867.06
1264.8-32000us-4.BMP,1264.8,top_left,222.27,153.86,100.28,30.21,344.25,277.52
1264.8-32000us-4.BMP,1264.8,top_right,805.8,138.36,681.11,14.53,930.5,262.19
1264.8-32000us-4.BMP,1264.8,bottom_left,231.51,740.69,107.56,615.93,355.45,865.46
1264.8-32000us-4.BMP,1264.8,bottom_right,790.56,742.67,663.23,618.31,917.89,867.03
1264.8-32000us-5.BMP,1264.8,top_left,222.33,154.04,100.45,30.43,344.21,277.65
1264.8-32000us-5.BMP,1264.8,top_right,805.68,138.54,681.0,14.68,930.36,262.39
1264.8-32000us-5.BMP,1264.8,bottom_left,231.61,740.92,107.84,616.28,355.39,865.56
1264.8-32000us-5.BMP,1264.8,bottom_right,790.63,743.05,662.86,618.94,918.41,867.15
1274.8-32000us-1.BMP,1274.8,top_left,222.38,153.0,100.56,29.34,344.19,276.67
1274.8-32000us-1.BMP,1274.8,top_right,806.18,137.52,681.53,13.59,930.84,261.44
1274.8-32000us-1.BMP,1274.8,bottom_left,231.96,740.18,108.3,615.45,355.62,864.91
1274.8-32000us-1.BMP,1274.8,bottom_right,790.94,742.39,664.17,618.24,917.71,866.54
1274.8-32000us-2.BMP,1274.8,top_left,223.07,153.46,101.19,29.75,344.96,277.17
1274.8-32000us-2.BMP,1274.8,top_right,806.51,137.96,681.91,14.03,931.12,261.89
1274.8-32000us-2.BMP,1274.8,bottom_left,232.58,740.48,108.77,615.87,356.39,865.09
1274.8-32000us-2.BMP,1274.8,bottom_right,791.15,742.63,664.34,618.56,917.97,866.7
1274.8-32000us-3.BMP,1274.8,top_left,223.17,153.32,101.25,29.65,345.09,276.98
1274.8-32000us-3.BMP,1274.8,top_right,806.69,138.04,681.76,13.65,931.62,262.43
1274.8-32000us-3.BMP,1274.8,bottom_left,232.53,740.38,108.82,615.75,356.24,865.01
1274.8-32000us-3.BMP,1274.8,bottom_right,791.07,742.6,664.44,618.63,917.69,866.57
1274.8-32000us-4.BMP,1274.8,top_left,222.87,153.07,101.1,29.38,344.65,276.75
1274.8-32000us-4.BMP,1274.8,top_right,806.7,137.67,681.99,13.51,931.41,261.83
1274.8-32000us-4.BMP,1274.8,bottom_left,232.3,740.33,108.58,615.62,356.02,865.04
1274.8-32000us-4.BMP,1274.8,bottom_right,790.82,742.28,664.15,618.03,917.48,866.52
1274.8-32000us-5.BMP,1274.8,top_left,223.11,153.21,101.26,29.58,344.95,276.84
1274.8-32000us-5.BMP,1274.8,top_right,806.62,138.04,681.71,13.76,931.53,262.32
1274.8-32000us-5.BMP,1274.8,bottom_left,232.4,740.35,108.68,615.6,356.13,865.1
1274.8-32000us-5.BMP,1274.8,bottom_right,791.14,742.49,664.32,618.36,917.97,866.61
1284.8-25000us-1.BMP,1284.8,top_left,222.47,153.2,100.49,29.53,344.44,276.87
1284.8-25000us-1.BMP,1284.8,top_right,805.53,137.79,679.99,12.9,931.06,262.67
1284.8-25000us-1.BMP,1284.8,bottom_left,231.73,740.22,108.08,615.45,355.38,865.0
1284.8-25000us-1.BMP,1284.8,bottom_right,790.76,742.18,663.29,617.8,918.22,866.56
1284.8-25000us-2.BMP,1284.8,top_left,222.37,153.31,100.34,29.74,344.41,276.88
1284.8-25000us-2.BMP,1284.8,top_right,805.38,137.9,680.07,13.07,930.7,262.73
1284.8-25000us-2.BMP,1284.8,bottom_left,231.82,740.28,108.19,615.51,355.45,865.04
1284.8-25000us-2.BMP,1284.8,bottom_right,790.78,742.39,663.41,618.17,918.16,866.61
1284.8-25000us-3.BMP,1284.8,top_left,222.34,153.32,100.36,29.82,344.33,276.82
1284.8-25000us-3.BMP,1284.8,top_right,805.29,137.85,679.92,12.97,930.67,262.72
1284.8-25000us-3.BMP,1284.8,bottom_left,231.73,740.31,108.07,615.61,355.39,865.01
1284.8-25000us-3.BMP,1284.8,bottom_right,790.68,742.24,663.32,618.0,918.04,866.47
1284.8-25000us-4.BMP,1284.8,top_left,222.39,153.54,100.49,29.98,344.29,277.1
1284.8-25000us-4.BMP,1284.8,top_right,805.53,138.09,680.26,13.33,930.79,262.84
1284.8-25000us-4.BMP,1284.8,bottom_left,231.72,740.44,108.02,615.73,355.41,865.16
1284.8-25000us-4.BMP,1284.8,bottom_right,791.0,742.3,663.55,617.97,918.45,866.63
1284.8-25000us-5.BMP,1284.8,top_left,222.33,153.4,100.33,29.83,344.33,276.97
1284.8-25000us-5.BMP,1284.8,top_right,805.55,137.92,680.12,13.16,930.99,262.67
1284.8-25000us-5.BMP,1284.8,bottom_left,231.73,740.33,108.11,615.63,355.36,865.02
1284.8-25000us-5.BMP,1284.8,bottom_right,790.79,742.37,663.27,618.29,918.31,866.45
1294.8-25000us-1.BMP,1294.8,top_left,222.06,153.78,100.05,30.2,344.07,277.36
1294.8-25000us-1.BMP,1294.8,top_right,805.73,138.19,680.96,14.27,930.49,262.1
1294.8-25000us-1.BMP,1294.8,bottom_left,231.63,740.7,107.9,616.08,355.37,865.32
1294.8-25000us-1.BMP,1294.8,bottom_right,790.32,742.79,663.04,618.79,917.6,866.79
1294.8-25000us-2.BMP,1294.8,top_left,222.09,153.44,100.09,29.78,344.08,277.09
1294.8-25000us-2.BMP,1294.8,top_right,805.69,137.94,680.99,14.0,930.39,261.88
1294.8-25000us-2.BMP,1294.8,bottom_left,231.61,740.5,107.9,615.71,355.31,865.28
1294.8-25000us-2.BMP,1294.8,bottom_right,790.26,742.58,663.34,618.59,917.18,866.56
1294.8-25000us-3.BMP,1294.8,top_left,221.99,153.46,99.96,29.82,344.02,277.11
1294.8-25000us-3.BMP,1294.8,top_right,805.55,137.88,680.92,13.93,930.18,261.83
1294.8-25000us-3.BMP,1294.8,bottom_left,231.56,740.45,107.79,615.75,355.32,865.15
1294.8-25000us-3.BMP,1294.8,bottom_right,790.44,742.52,663.25,618.42,917.63,866.61
1294.8-25000us-4.BMP,1294.8,top_left,221.96,153.43,99.83,29.67,344.08,277.18
1294.8-25000us-4.BMP,1294.8,top_right,805.57,137.98,680.76,13.97,930.38,261.98
1294.8-25000us-4.BMP,1294.8,bottom_left,231.5,740.47,107.57,615.77,355.42,865.17
1294.8-25000us-4.BMP,1294.8,bottom_right,790.34,742.61,662.93,618.55,917.75,866.67
1294.8-25000us-5.BMP,1294.8,top_left,222.04,153.56,99.92,29.85,344.17,277.26
1294.8-25000us-5.BMP,1294.8,top_right,805.57,138.04,680.87,14.08,930.26,262.01
1294.8-25000us-5.BMP,1294.8,bottom_left,231.61,740.5,107.76,615.77,355.45,865.22
1294.8-25000us-5.BMP,1294.8,bottom_right,790.57,742.58,663.29,618.5,917.86,866.66
1304.8-25000us-1.BMP,1304.8,top_left,221.88,154.03,99.7,30.09,344.05,277.96
1304.8-25000us-1.BMP,1304.8,top_right,805.71,138.72,680.99,14.68,930.42,262.75
1304.8-25000us-1.BMP,1304.8,bottom_left,231.49,741.03,107.61,616.36,355.38,865.69
1304.8-25000us-1.BMP,1304.8,bottom_right,789.81,743.09,663.27,619.15,916.34,867.03
1304.8-25000us-2.BMP,1304.8,top_left,222.04,153.64,99.99,29.81,344.08,277.47
1304.8-25000us-2.BMP,1304.8,top_right,805.8,138.29,681.15,14.31,930.45,262.27
1304.8-25000us-2.BMP,1304.8,bottom_left,231.81,740.76,107.95,616.05,355.67,865.47
1304.8-25000us-2.BMP,1304.8,bottom_right,789.93,742.86,663.57,618.95,916.29,866.76
1304.8-25000us-3.BMP,1304.8,top_left,223.08,155.22,101.09,31.29,345.06,279.15
1304.8-25000us-3.BMP,1304.8,top_right,806.44,139.92,681.89,15.95,930.99,263.89
1304.8-25000us-3.BMP,1304.8,bottom_left,232.67,741.96,109.1,617.61,356.24,866.31
1304.8-25000us-3.BMP,1304.8,bottom_right,790.67,744.31,664.38,620.43,916.96,868.19
1304.8-25000us-4.BMP,1304.8,top_left,223.08,155.04,101.21,31.12,344.95,278.96
1304.8-25000us-4.BMP,1304.8,top_right,806.49,139.8,681.96,15.82,931.03,263.78
1304.8-25000us-4.BMP,1304.8,bottom_left,232.68,741.82,109.28,617.54,356.08,866.1
1304.8-25000us-4.BMP,1304.8,bottom_right,790.68,744.22,664.6,620.44,916.75,868.0
1304.8-25000us-5.BMP,1304.8,top_left,222.8,154.85,100.78,30.91,344.83,278.8
1304.8-25000us-5.BMP,1304.8,top_right,806.26,139.63,681.75,15.7,930.77,263.56
1304.8-25000us-5.BMP,1304.8,bottom_left,232.5,741.64,108.96,617.22,356.04,866.06
1304.8-25000us-5.BMP,1304.8,bottom_right,790.74,744.14,664.41,620.31,917.07,867.97
1314.8-20000us-1.BMP,1314.8,top_left,221.87,153.2,99.8,29.45,343.95,276.95
1314.8-20000us-1.BMP,1314.8,top_right,805.44,137.65,680.75,13.63,930.14,261.67
1314.8-20000us-1.BMP,1314.8,bottom_left,231.29,740.25,107.54,615.52,355.03,864.97
1314.8-20000us-1.BMP,1314.8,bottom_right,790.22,742.38,663.04,618.42,917.41,866.35
1314.8-20000us-2.BMP,1314.8,top_left,222.04,153.18,99.84,29.32,344.24,277.04
1314.8-20000us-2.BMP,1314.8,top_right,805.21,137.96,679.8,13.06,930.62,262.86
1314.8-20000us-2.BMP,1314.8,bottom_left,231.66,740.3,107.89,615.58,355.42,865.02
1314.8-20000us-2.BMP,1314.8,bottom_right,790.34,742.39,663.06,618.34,917.62,866.44
1314.8-20000us-3.BMP,1314.8,top_left,221.9,153.13,99.87,29.45,343.93,276.82
1314.8-20000us-3.BMP,1314.8,top_right,805.29,137.74,679.81,12.77,930.76,262.72
1314.8-20000us-3.BMP,1314.8,bottom_left,231.5,740.18,107.88,615.44,355.11,864.93
1314.8-20000us-3.BMP,1314.8,bottom_right,790.2,742.21,663.07,618.09,917.33,866.33
1314.8-20000us-4.BMP,1314.8,top_left,221.94,153.18,99.78,29.56,344.1,276.81
1314.8-20000us-4.BMP,1314.8,top_right,805.49,137.62,680.8,13.59,930.17,261.65
1314.8-20000us-4.BMP,1314.8,bottom_left,231.48,740.26,107.7,615.53,355.25,864.99
1314.8-20000us-4.BMP,1314.8,bottom_right,790.38,742.23,663.13,618.1,917.62,866.36
1314.8-20000us-5.BMP,1314.8,top_left,222.0,153.14,99.87,29.4,344.14,276.88
1314.8-20000us-5.BMP,1314.8,top_right,805.18,137.79,679.66,12.87,930.71,262.71
1314.8-20000us-5.BMP,1314.8,bottom_left,231.49,740.18,107.7,615.43,355.28,864.93
1314.8-20000us-5.BMP,1314.8,bottom_right,790.27,742.14,663.07,617.98,917.47,866.29
1324.8-20000us-1.BMP,1324.8,top_left,222.07,153.62,100.04,29.78,344.11,277.45
1324.8-20000us-1.BMP,1324.8,top_right,805.69,138.13,681.12,14.09,930.25,262.16
1324.8-20000us-1.BMP,1324.8,bottom_left,231.68,740.71,107.86,615.97,355.5,865.45
1324.8-20000us-1.BMP,1324.8,bottom_right,789.8,742.83,663.48,618.97,916.12,866.68
1324.8-20000us-2.BMP,1324.8,top_left,222.9,155.55,100.88,31.64,344.92,279.47
1324.8-20000us-2.BMP,1324.8,top_right,806.27,140.35,681.67,16.35,930.88,264.36
1324.8-20000us-2.BMP,1324.8,bottom_left,232.63,742.33,109.22,617.99,356.05,866.67
1324.8-20000us-2.BMP,1324.8,bottom_right,790.36,744.75,664.24,620.8,916.48,868.7
1324.8-20000us-3.BMP,1324.8,top_left,222.59,155.45,100.56,31.56,344.63,279.34
1324.8-20000us-3.BMP,1324.8,top_right,806.08,140.17,681.55,16.11,930.62,264.24
1324.8-20000us-3.BMP,1324.8,bottom_left,232.3,742.12,108.75,617.79,355.84,866.45
1324.8-20000us-3.BMP,1324.8,bottom_right,790.32,744.57,664.07,620.78,916.57,868.35
1324.8-20000us-4.BMP,1324.8,top_left,222.63,155.35,100.44,31.44,344.81,279.25
1324.8-20000us-4.BMP,1324.8,top_right,806.13,140.12,681.36,16.07,930.89,264.17
1324.8-20000us-4.BMP,1324.8,bottom_left,232.35,742.07,108.69,617.65,356.02,866.48
1324.8-20000us-4.BMP,1324.8,bottom_right,790.15,744.55,663.79,620.54,916.52,868.56
1324.8-20000us-5.BMP,1324.8,top_left,222.64,155.54,100.53,31.71,344.76,279.37
1324.8-20000us-5.BMP,1324.8,top_right,806.12,140.32,681.52,16.3,930.72,264.34
1324.8-20000us-5.BMP,1324.8,bottom_left,232.44,742.23,108.96,617.85,355.93,866.61
1324.8-20000us-5.BMP,1324.8,bottom_right,790.29,744.65,663.88,620.81,916.7,868.49
1334.8-18000us-1.BMP,1334.8,top_left,222.19,152.9,99.96,29.1,344.43,276.71
1334.8-18000us-1.BMP,1334.8,top_right,805.58,137.61,680.07,12.7,931.09,262.53
1334.8-18000us-1.BMP,1334.8,bottom_left,231.93,740.16,108.22,615.39,355.64,864.94
